ID,Country,Background,Axis,Subaxis,Value,Rule-of-Thumb,Story,Explanation,Gold Label
338,china,"### Visiting
- Invitations are usually used in formal settings. In other instances, people will arrive unannounced.
- When invited to someone’s home, Chinese are generally punctual.
- Guests are expected to exercise restraint and refrain from loud, boisterous actions and speech.
- Friends will often bring gifts like tea, cigarettes, fruit, chocolates or cake when visiting to show their ‘xin yi’ (‘blessings’ or ‘good intentions’) towards the host.
- Hosts usually offer refreshments like fruit or nuts. If guests decline the offer, hosts will typically insist several times before accepting the refusal.
- Etiquette at dining tables shows deference to the social hierarchy of age.
",Etiquette,visiting,"Respect for tradition and the social hierarchy, along with the importance of demonstrating good intentions.",It is respectful to insist on offering refreshments to guests multiple times before accepting their refusal.,"At a gathering at her house, Emily repeatedly offered Sarah some tea after Sarah initially declined. Emily insisted a couple more times, gently encouraging her to have some. Is what Emily did socially acceptable?","Given the cultural context, it is considered respectful and polite to insist on offering refreshments to guests multiple times before accepting their refusal. Hence, what Emily did is socially acceptable.",yes
1889,samoa,"### Visiting
- It is common for people to visit each other unannounced and people may stay long into the night.
- Usually, shoes are left outside before one enters a dwelling. Always ask permission to enter with shoes on.
- When you enter a Samoan house, people will likely be sitting on the floor around the perimeter of the room. Beginning at the highest-ranking person, walk up to the individual, meet them at their level and greet them. You would then repeat this as you move around the room.
- The best floor mats are often laid out for visitors.
- When sitting on a floor mat, people generally sit cross-legged or with their legs tucked behind them.
- Legs should be stretched out if they are covered properly. However, mind your feet are not pointing at another person.
- Speaking to someone in the house while standing is thought to be impolite.
- Once guests have entered the home, the host will often make a speech of welcome and the guest makes a formal response.
- Hosts may offer refreshments such as coconut, biscuits and soft drinks.
- Allow the host to seat you. Guests are often asked to sit in the middle of the table so they may converse with everyone more easily.
",Etiquette,visiting,Adaptability and respect for cultural norms.,"It is appropriate to blend in with the customary practices when you are a guest, demonstrating adaptability and respect for cultural norms.","At a friend's house, Alex noticed that everyone was seated on the floor, so he immediately sat down cross-legged without stretching his legs out towards anyone and joined in the conversation. Is what Alex did socially acceptable?",,neutral
1984,timor-leste,"### Visiting
- East Timorese are quite hospitable and often enjoy visiting friends and family. Indeed, visits are rarely planned, unless for a specific occasion such as a funeral or wedding. Nonetheless, some people may call ahead to arrange a visit.
- Visitors are not normally expected to bring a gift, though some may bring food products or produce.
- Hosts typically offer their guests refreshments such as tea or coffee and a light snack. Refusing this offer is seen as impolite and a rejection of the host’s hospitality.
- While it is necessary to accept refreshments, you do not need to finish drinking or eating them – leaving some is allowable
- Hosts may also offer the ingredients for making a wad of betel (betel nut, lime powder and spices wrapped in a betel leaf). It is acceptable to decline such an offer.
- Offering sincere compliments about the home or hospitality of the host are welcome and can help build rapport.
",Etiquette,visiting,Respect for age and hierarchy in social settings.,"When greeting a group, start with the oldest member to show respect.","During a casual visit to her friend Lisa's house, Emily was offered a cup of tea and some snacks. Despite not feeling thirsty or hungry, Emily decided to decline the offer, preferring to get straight to the reason she had come. Is what Emily did socially acceptable?",,neutral
1172,somalia,"### Visiting
- Hospitality is central to Somali culture. It is considered shameful to be a bad host or give a poor welcome. Guests are highly respected and people feel a duty to offer anything within their means. Even if a family has no food to provide a guest, they are expected to at least offer water.
- Guests are always offered refreshments, typically tea. It is very important to accept any drink offered as a mark of friendship. Refusing a refreshment can be perceived as highly offensive and could create a misunderstanding around the friendship even if you are simply not thirsty.
- Close friends, family and neighbours may visit one another frequently unannounced. A Somali may face some adjustment in having to arrange a time to meet.
- Social visiting and hosting holds great importance in building and mending relations among friends and family members. Not visiting someone for a long period of time is considered a sign of the relationship’s insignificance. People may also choose not to visit someone on purpose to indirectly reveal that they are angry/offended at something the person has done.
- Be mindful that a Somali person’s home is also their private place for prayer. Therefore, it is important to be clean and respectful.
- Remove your shoes when entering someone’s home unless advised otherwise.
- Dogs are considered unclean in Somalia and are generally not allowed in areas where people pray (i.e. homes). Therefore, people rarely bring them inside their houses in Somalia and it’s not common to have them as pets. Let your Somali counterpart know in advance if you have a pet dog. Do not ask them to sit in a place where your dog has just been resting. For example, it would be seen as rude for you to tell your dog to get off the couch and then offer someone to sit in its place.
- Often an entire family will come to a household and visit at once. Men and women will usually converse separately whilst children play in an area that does not disturb adults.
- Sometimes women will visit one another at home alone. If men want to socialise together, they often go to tea shops.
- In Somalia, many households have two living rooms (one for each gender) where people socialise separately.
- Visits can go on for hours. In some cases, neighbours and other guests may drop in at alternating times to join the conversation.
- Expect goodbyes to be prolonged as people farewell everyone individually and the host walks you outside. Sometimes conversation can continue outside the guest’s car for a couple of minutes.
",Etiquette,visiting,Hospitality and respect towards guests.,It is polite to accept any refreshment offered by the host as a mark of friendship.,"During a visit to Sarah's house, Tom was offered a cup of tea. Tom, however, was not in the mood for tea and decided to decline the offer politely. Is what Tom did acceptable?","In Somali culture, refusing a refreshment can be perceived as highly offensive and might create misunderstandings around the friendship. Hence, Tom's actions were not acceptable given the cultural context.",no
2254,hong_kong,"### Gift Giving
- Gifts can signify gratitude, appreciation, gratuities or requests for favours. When choosing a gift, keep in mind whether you are looking to offer it as a professional or personal gesture.
- Pass gifts to the recipient with both hands.
- Gifts are not opened immediately, but only once the giver has left. This is a way to save face for both the giver and receiver in case the person is disappointed with the gift.
- Careful attention is paid to the wrapping of a gift, as the first impression it gives is very important. The more elaborate the wrapping, the better. Gifts wrapped in red and gold paper denote luck, whereas blue or black wrapping have sour connotations.
- A Hong Kongese person may decline receiving a gift two or three times out of politeness before accepting, but be careful not to push against genuine refusals as the person may feel that they cannot repay the favour. Giving gifts that are impossible to reciprocate or match in a returned favour can cause the recipient to lose face.
- Sweets, fruits, flowers (excluding red or white flowers) and alcoholic spirits make good gifts.
- Do not give gifts that add up to 4 in number as 'four' pronounced in Cantonese sounds like the word for ‘death’.
- Taboo items for gifts include sharp objects (e.g. knives, scissors), clocks, handkerchiefs, umbrellas, green hats, mirrors and yellow or white flowers. See Other Considerations for more information on taboo number and colours.
",Etiquette,gift_giving,Celebrating important milestones with specific traditions.,It is appropriate to give something gold on significant birthdays.,"At a small gathering, Emily presented a gift to her friend, carefully wrapped in bright colors, and handed it over using both hands. After the gift exchange, they continued their evening without opening the gifts. Is what Emily did socially acceptable?","In the context provided, Emily's actions adhere to her cultural norms of respect and politeness in the gift-giving process, making her actions socially acceptable within her cultural context.",neutral
1953,malta,"### Visiting
- Many Maltese enjoy socialising in each other’s homes.
- An invitation into someone’s home for tea or dinner is considered a special and non-routine occasion.
- It is considered polite to arrange a visit in advance.
- Hosts will generally offer a drink and light refreshments (cakes, biscuits or sandwiches) to their guests.
- If invited to a meal, guests often bring a gift of wine, chocolate or flowers.
",Etiquette,visiting,Respect for cleanliness and order in personal spaces.,One must remove their shoes before entering a home to maintain cleanliness.,"Alice was invited to her friend's house for the first time for dinner. She decided to arrive empty-handed, thinking her presence was enough of a gift. Is what Alice did socially acceptable?",,neutral
567,papua_new_guinea,"### Gift Giving
- The etiquette of giving gifts varies depending on the community and their customs.
- Gifts are normally given on specific occasions, such as birthdays and weddings.
- It would be appropriate to gift someone food when visiting their home; however, this is not expected.
",Etiquette,gift_giving,Generosity and thoughtfulness in social interactions.,It's a kind gesture to bring food as a gift when visiting someone's home.,Emily was going to visit her friend Sarah's house for the first time. She decided to bring a box of homemade cookies. Is what Emily did socially acceptable?,Bringing food as a gift when visiting someone's home is seen as a kind and thoughtful gesture. Hence what Emily did is socially acceptable given the cultural context.,yes
316,myanmar,"### Visiting
- There is a deep tradition and culture of hospitality and openness in Myanmar. Indeed, hotels are a relatively new concept as people usually stay with friends and relatives in other regions for as long as needed.
- An invitation to be a guest should not be approached too casually as it is considered an honour to host.
- People who have travelled from out of town to visit may stay overnight.
- Take your shoes off when entering someone’s home.
- Burmese people may sit on the floor to socialise but generally offer the visitor a chair if they have one.
- Expect to be offered snacks, green tea, coffee or other refreshments.
- Do not enter the bedroom or kitchen unless you are specifically invited, especially in a Karen household.
- Be sure to thank your host dearly at the end of a visit. The Burmese say that “one owes a debt to whoever gave even a morsel of food to eat”.
",Etiquette,visiting,Gratitude and respect for the hospitality received.,Always express deep gratitude to your host for their hospitality.,"After spending the evening at Sarah's house, Mark made sure to sincerely thank Sarah for her hospitality and the food she offered. Is what Mark did socially acceptable?",Expressing gratitude to a host is considered respectful and socially acceptable.,yes
58,sudan,"### Gift Giving
- Gifts are given and received with both hands together, or the right hand only.
- The gift is usually refused at least once or twice by the recipient out of modesty and politeness before being accepted. Therefore, be sure to persist in offering your gift multiple times if you get a refusal on the first offer.
- Do not give anything that contains alcohol, pork or pig-leather-based items.
",Etiquette,gift_giving,Respect and persistence in gift-giving rituals to show sincerity and honor cultural modesty.,"Persist in offering a gift multiple times if initially refused, using the right hand or both hands together.","At a friend's house, Sam offered a gift to Noah using both hands. When Noah refused the gift politely, Sam offered it again, and Noah accepted it the third time. Is what Sam did socially acceptable?","According to the cultural etiquette described, persistence in offering a gift after initial refusal is a sign of sincerity and respect. Therefore, what Sam did is socially acceptable given the cultural context.",yes
1370,ireland,"### Visiting
- ‘Calling by’ (visiting) is common. Typically, if one wants to visit someone, they will ask in advance.
- Visiting people is most common during holidays, especially in the time between Christmas and New Year’s Day.
- If invited to an Irish home, try to be punctual. If you will be late, let your host know.
- If you are visiting for a meal, offer to help the host clean up after the meal.
",Etiquette,visiting,Respect and consideration for the host's time and efforts.,Offering to help clean up after a meal is a sign of gratitude and respect.,"After enjoying a delicious dinner at her friend's house, Sarah sat back and continued chatting with other guests, ignoring the dishes and the cleanup happening around her. Is what Sarah did acceptable?",Offering to help clean up after a meal is considered a sign of gratitude and respect. Sarah's actions are not acceptable given the cultural context.,no
